bank,rating,review,date,source
CBE,5,almost every day,2022-02-12,Google Play
CBE,4,"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions",2023-02-19,Google Play
CBE,4,GadulaTube,2020-10-31,Google Play
CBE,5,Best,2022-10-08,Google Play
Dashen,1,This is the most ridiculous thing I have ever seen they are on maintenance everyother day,2023-12-31,Google Play
CBE,2,It keeps asking for an update recursively since the last update. What is going on??,2025-01-25,Google Play
CBE,1,Good job,2023-09-05,Google Play
CBE,1,15 years,2020-12-28,Google Play
CBE,5,👏👏👏👏👏👍👍👍👍👍👍,2024-02-27,Google Play
CBE,5,Sahilu.mihirete,2024-02-05,Google Play
CBE,1,"service charge , vat, fee everything here is not yours they wanna take what you have, everything is not fair",2025-10-08,Google Play
Dashen,5,Good app it is useful for business activities .,2023-03-25,Google Play
CBE,5,It is veary useful app but screen shout was impossible .solve this problem,2025-04-01,Google Play
CBE,5,That's is really good 👍 I like CBE,2024-08-08,Google Play
CBE,5,ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,2025-06-16,Google Play
CBE,3,It's very nice app,2024-04-26,Google Play
CBE,5,Good app,2024-06-05,Google Play
CBE,5,I like the app,2025-01-29,Google Play
CBE,5,Excellent app,2025-09-12,Google Play
CBE,5,Its Good works great,2024-12-20,Google Play
CBE,5,Good,2024-09-19,Google Play
CBE,1,"Worest apk even it doesn't show recent transactions, resending issues. The account will be reduced without showing the money I sent.",2024-04-21,Google Play
CBE,4,"It is a user friendly and helpful app. It has greatly helped my day to day activities. However, it requires improvement on the weekly transaction limitations and it sometimes crashes.",2023-05-02,Google Play
CBE,5,asfaw damse,2025-09-19,Google Play
CBE,3,Good,2023-10-24,Google Play
CBE,1,Trashy app😒😒😒,2023-10-18,Google Play
CBE,5,👍👍👍👍best,2024-04-11,Google Play
CBE,5,Nice application Good job for commercial bank of ethiopia,2023-09-30,Google Play
BOA,5,Best,2024-05-20,Google Play
CBE,1,dump🙄,2021-01-23,Google Play
CBE,5,Des yemil sikay,2023-10-28,Google Play
CBE,4,The app is very helpful,2022-02-14,Google Play
CBE,5,is My account so please help me Please please,2024-04-06,Google Play
CBE,5,Ft birr metenu bishashal arid new,2022-09-05,Google Play
CBE,5,It's the perfect app for online mobile banking,2022-04-22,Google Play
CBE,4,Nice,2024-01-16,Google Play
CBE,4,"Good but currently not update, the status",2023-11-18,Google Play
CBE,1,Verification key sucks after installing again,2022-02-11,Google Play
BOA,1,It doesn't work on my 2 devices A05 and A34 😡,2024-12-02,Google Play
CBE,4,Great. Specialy after update,2020-07-16,Google Play
CBE,5,The bank workers is the wrost ever but the app is best i aporeciate the developers,2024-04-16,Google Play
CBE,5,Great app guys! Easy to use and sync automatically update.,2020-08-10,Google Play
CBE,1,Samsung s05 have no government utility payment options Please fix on the next update,2025-07-05,Google Play
CBE,1,it's really frustrating 😕 it works on it's own terms 😒,2024-02-15,Google Play
BOA,1,Worst app ever,2024-05-16,Google Play
CBE,1,please do something about the app!! the new update is useless!!!,2019-03-25,Google Play
CBE,3,"Good, but we expect more from you... (Please add fingerprint) like cbebirr",2024-02-21,Google Play
CBE,1,ABDISA MOHAMMED I can get 4hf my friend how are you feeling I hope my friend is coming up with you tomorrow at the same place you can get it done before the election results I think we need to we can do it together my friend how are things going for my friend,2024-07-15,Google Play
CBE,5,wow,2025-05-18,Google Play
BOA,5,Good,2024-02-18,Google Play
CBE,5,This application is excellent useful for people especially for me,2023-10-15,Google Play
CBE,5,problem solver and the best fast app,2025-03-25,Google Play
CBE,5,commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,2025-07-25,Google Play
CBE,1,"It's full of crashing features, can't sync real time need 3,4 touching doesn't work many times. In fact it's not working now I'm afraid if I uninstalled it I will be forced to go to the branch to activate it again so here I'm stuck with the app unable to access my money",2024-03-14,Google Play
CBE,5,Good,2025-01-25,Google Play
CBE,5,use full,2024-10-15,Google Play
CBE,5,It's safe ever,2024-09-18,Google Play
BOA,1,Not working properly why?????????,2024-04-29,Google Play
CBE,5,Good,2025-03-26,Google Play
CBE,5,shewalem,2023-07-18,Google Play
CBE,4,nice,2024-02-07,Google Play
CBE,1,"it said ""None available""",2024-05-31,Google Play
CBE,1,Always crush its stupid app,2024-03-16,Google Play
CBE,3,i lov it,2020-12-05,Google Play
CBE,4,Cannot update,2022-02-12,Google Play
CBE,5,Its best app but not fastest and more time this not functional For me,2023-09-11,Google Play
CBE,5,Ok,2025-02-12,Google Play
CBE,5,God appes,2024-12-30,Google Play
CBE,5,Really satisfying app,2024-06-26,Google Play
CBE,5,Fast and user friendly,2023-12-31,Google Play
CBE,5,Nice,2024-08-22,Google Play
BOA,5,Good,2024-04-29,Google Play
CBE,4,Nice app,2024-12-22,Google Play
CBE,4,I just update this week it won't open now. Please fix it asap,2019-03-21,Google Play
Dashen,4,nice app,2025-06-12,Google Play
CBE,5,👍👍👍,2025-08-01,Google Play
CBE,5,it's not working good,2025-03-04,Google Play
CBE,5,Good app for making payments.,2021-02-02,Google Play
CBE,5,Easy to use and accessable from anywhere in the world 🌎,2022-07-31,Google Play
CBE,5,Was good till internet shutdown by govt,2020-10-03,Google Play
CBE,1,Very very bad app so embarrassing,2022-06-05,Google Play
CBE,5,It is very easy to use specially for paying utilities,2021-06-01,Google Play
CBE,1,The app didn't function,2024-01-02,Google Play
CBE,4,Good,2023-12-09,Google Play
CBE,5,Satisfactory,2021-01-18,Google Play
CBE,1,This doesnt even deserve any star. I havent seen any thing like it. Not only that but also the ones working in the bank dont even have a clue what to do about it. They got confused like me and ask me questions that they have to answer wow so much incomptency i have seen today. Wow,2022-03-05,Google Play
CBE,4,"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",2025-09-05,Google Play
CBE,4,Its good enough to transaction,2024-12-23,Google Play
CBE,5,የሚገርም አፕ ተመችቶኛል 🙏❤,2025-03-14,Google Play
BOA,5,Really Bank,2024-06-12,Google Play
CBE,5,👍,2024-03-13,Google Play
CBE,5,👍,2025-01-19,Google Play
CBE,5,This app is very active and past,2024-10-04,Google Play
BOA,5,Good,2024-03-07,Google Play
CBE,5,"This App Is Best and Fantastic Because easy to use, It has Best security Specially Two Specific Authentication so this security is not path unauthorized person to Our account History. Thankyou CBE For We give this service",2025-02-04,Google Play
CBE,4,"Nice app, I live abroad and I was managing transactions using the app since last 4 months. but now after 3 4 days onward, I couldn't access it. pls any one can help me with this?",2022-02-11,Google Play
CBE,1,"It app so bad for it can't update review recent send,others thing the service are so poor",2022-04-06,Google Play
CBE,5,I love it,2023-03-22,Google Play
CBE,5,Cbe,2022-02-14,Google Play
CBE,1,Adil Ziyaad CBE mobile,2022-01-18,Google Play
CBE,3,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",2025-05-11,Google Play
BOA,5,An excellent app.,2024-03-01,Google Play
BOA,5,Not comfortable with this version. Its hard to down it load Developer option is not allowed to use it as usual.,2024-04-30,Google Play
CBE,5,Wow,2024-02-21,Google Play
CBE,5,Merchant,2025-01-05,Google Play
CBE,5,great app,2025-06-19,Google Play
CBE,5,good,2025-09-06,Google Play
Dashen,1,Please enable the app for sreen shoot,2025-08-19,Google Play
CBE,5,Thank you,2025-03-25,Google Play
CBE,5,to approve the update,2018-07-30,Google Play
CBE,4,"Its better,but it's not complete. E.g on access to AAWSA payment,can't add another account.",2020-08-07,Google Play
CBE,5,Good,2024-03-06,Google Play
CBE,5,Upgraded to user friendly,2020-06-25,Google Play
Dashen,5,Good,2024-02-01,Google Play
CBE,1,Never works abroad,2021-03-27,Google Play
CBE,3,"Please include a mechanism to sort out a statement for a transaction with a single person or enterprise, on ur cbe birr or mobile banking",2023-07-21,Google Play
CBE,5,Excellent,2024-08-22,Google Play
CBE,2,በጣም ጥሩ አፕልኬሽን ነው,2025-03-14,Google Play
CBE,5,Well,2024-02-11,Google Play
CBE,1,"The previous version was working fine but after update it said that my device was rooted, even though it wasn't, and it didn't work. I had to reinstall the previous one.",2020-07-24,Google Play
CBE,4,When after updating the app it asked me to turn off developer mode how do i do that,2025-01-01,Google Play
CBE,5,I love,2023-03-09,Google Play
CBE,5,best,2022-02-12,Google Play
CBE,5,Wow this App 👏 👌,2024-06-15,Google Play
CBE,5,It deserves 5 🌟 now.,2020-09-18,Google Play
CBE,5,good morning 🙏,2025-09-10,Google Play
CBE,5,Thanks for making easy access,2021-03-13,Google Play
CBE,5,Good,2024-02-09,Google Play
BOA,1,Bad app,2024-04-29,Google Play
CBE,5,Love,2024-08-18,Google Play
CBE,2,"""get your verification code from your nearest branch"" ia the first amazing dialogue your face, when you try to setup your CBE App. It is a way back system that requires you to go physically. You should have sent a verification codes either via phone number or email address. You better change this analogue system to the digital one! 😀",2024-07-13,Google Play
CBE,5,Miftahi,2022-09-01,Google Play
CBE,1,It has a problem of synchronization. Please fix it.,2024-02-28,Google Play
CBE,5,"Best app. Easy to use, free from virus, and interesting features contained.",2024-02-16,Google Play
BOA,5,Ok,2024-05-31,Google Play
Dashen,5,Dashen Bank Amole Lite essy to use and the connection is fast.,2023-12-23,Google Play
CBE,5,☝️☝️☝️☝️,2020-09-28,Google Play
CBE,3,"The app is helpfull. But it has issues on weekends, sunday. It not syncing updates and complete transaction.",2023-10-29,Google Play
BOA,5,i can't use this app why?,2025-03-07,Google Play
CBE,4,Like,2024-12-30,Google Play
CBE,5,Daldalaa 🇪🇹,2024-01-12,Google Play
CBE,1,I dont recommend this app Because when you make transfer or any transaction you dont get digtal resipt even if the transaction is done if you fix this the app is good enough,2022-11-04,Google Play
BOA,1,best,2024-08-12,Google Play
CBE,1,It's Child apps Design,2021-08-19,Google Play
CBE,4,Your last update is wonderful ...nice app,2020-07-17,Google Play
CBE,3,nice,2025-08-14,Google Play
CBE,5,nice app,2019-03-11,Google Play
CBE,5,Better application that helps you to manage your account activities.,2022-06-17,Google Play
CBE,5,Best mobile banking,2021-08-26,Google Play
CBE,4,Thanks allot I brishye this app,2024-02-24,Google Play
CBE,1,አፑ እኔ ስልክ ላይ አልከፍት ወይም ኢንስቴል አላደርግ አለኝ፡፡ምን ላርገው,2024-02-24,Google Play
CBE,4,Unable to get auth key,2014-02-27,Google Play
CBE,1,The seystem is not good an commmercial bank it so poor and it not good.at all,2024-03-09,Google Play
CBE,5,It looks good,2023-10-18,Google Play
CBE,5,Yuuuuu,2025-08-29,Google Play
CBE,5,its so excellent app,2025-03-07,Google Play
BOA,1,እኔ ከሀገር ውጪ ነው ያለሁት I need help please!!! የበፊቱ app አልከፍት ብሎኝ አብዴት ማድረግ አልቻልኩም ከ ፕሌይ ስቶር ላይ እንደ አዲስ ነው ዳውንሎድ የሚጠይቀው እሱንም ሳደርግ በ ኢትዮጵያ ስልክ ቁጥር ነው ኮድ የሚልከው ፣የኢትዮጵያ ቅጥሬ አሁን active አይደለም ምን ማድረግ እችላለው? በምን መንገድ ልትረዱኝ ትችላላችሁ?,2024-02-13,Google Play
CBE,4,"This app is very good. But, Sometimes it doesn't work properly by the problem of network.",2024-07-19,Google Play
CBE,5,good,2024-02-24,Google Play
CBE,5,this app is the good apps,2025-08-17,Google Play
CBE,5,Good,2024-12-29,Google Play
CBE,5,Good,2022-06-21,Google Play
CBE,5,Good app,2024-12-15,Google Play
CBE,4,It is a very convenient app to use.,2024-04-13,Google Play
CBE,5,Proud to be CBE's Customer,2024-07-10,Google Play
CBE,1,Good,2023-11-02,Google Play
Dashen,5,I like this app b/c it has many options and easily useable,2024-11-29,Google Play
CBE,5,So good,2024-05-04,Google Play
CBE,4,It's the best app fast and clear service good job,2023-08-06,Google Play
CBE,5,Good,2024-01-19,Google Play
CBE,5,excellent app,2024-12-15,Google Play
CBE,4,I like it. Keep it up!,2020-08-12,Google Play
CBE,5,best,2025-07-26,Google Play
CBE,1,"Don't use CBE! They start to debated a customer balance without their allow, bad bank!",2023-12-05,Google Play
CBE,1,ጥሩ አይደለም,2024-03-16,Google Play
CBE,4,Ok,2024-04-29,Google Play
CBE,5,It's fast and secure,2024-07-22,Google Play
BOA,2,"you guys keep on releasing unstable app, now it won't login",2024-04-30,Google Play
CBE,5,Really I am happy by this app is to use and time wise insted of go bank I use my phone to transfer money.,2022-04-05,Google Play
BOA,1,"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",2024-09-15,Google Play
Dashen,1,The app suddenly stops,2025-06-12,Google Play
CBE,5,ok,2024-02-11,Google Play
BOA,1,Nice looking app but a terrible user experience.,2024-09-03,Google Play
CBE,5,Good,2023-09-09,Google Play
CBE,5,"It's a beautiful app. But especially when transferring from one account to another, if a receipt is prepared stating the name of the sender and the name of the recipient and the amount of the money. Also, if people make a mistake when making a transfer, it would be nice to have a system where the mistake can be reversed.",2023-12-11,Google Play
CBE,1,"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",2025-08-22,Google Play
BOA,5,Nice,2024-07-24,Google Play
Dashen,3,Its nice but it does not have speed it requires a lot of patience it will not be for a problem,2024-11-28,Google Play
BOA,5,I don't have words for your great work.. Really Good .what i like the most is the screenshots features is included which gives you the transactions detail ...Great Work...KEEP IT UP !!??,2024-02-03,Google Play
CBE,5,perfect 👌 keep,2025-08-20,Google Play
CBE,4,"Why are we unable to transfer more than 10,000 to another bank?",2024-04-11,Google Play
CBE,5,It is very comfortable!,2024-09-02,Google Play
CBE,5,Send money for some account but don't reserved Ball,2025-08-20,Google Play
CBE,1,Some of the worst app made by a bank in order to login when changing phone you have to go to a bank manager and the manager always say something new to login you back to the app it's sad there making billions and cant handle to make a better app for it.,2022-12-05,Google Play
CBE,5,ሀይ,2024-05-09,Google Play
CBE,3,Good to use it,2017-06-26,Google Play
CBE,1,"I have bad experience since I started using this app. I get ""none available "" error message while there is good internet connection. And I went to my branch two times to activate the app. There should be some way to activate without physically going to the branch. Anyway, it should be improved much from what it is now!!!",2021-05-02,Google Play
CBE,5,Good app,2022-07-06,Google Play
CBE,4,"I have been using this app. for long period of time but after my phone's motherboard was damaged and replaced it with a new one. it says ""your device is rooted"" whenever I have installed the app. again want to use it again as before. what shall I do?",2023-05-23,Google Play
Dashen,1,"Very poor app! It locked my out without any reason, does not have any conformation or screenshots . And delay when opening of the app. It is just time wasting.",2024-06-09,Google Play
Dashen,4,Welcome,2024-02-22,Google Play
CBE,4,Seems good but needs lil improvements in speed & performance,2015-09-02,Google Play
CBE,1,"app is crashing with the new update. please fix it as soon as possible. I am in another country and not able to make transactions. Please, are you reading the reviews? Guys does anyone know if it works by uninstalling and reinstalling without needing to go the bank??",2019-03-21,Google Play
BOA,5,"It's nice, the stack thing needs update thou",2024-04-28,Google Play
CBE,5,ok,2025-08-21,Google Play
CBE,3,አፓችሁ እንደኔ ይቀረዋል እንደ ቴሌ ብር ማድረግ አለባችሁ ካሽ በ ኢቲኤም ያለ ካርድ ማውጫ ጨምሩበት ሌሎች ያላቸው ጥሩ ነገሮችን ኮርጁ በዳታ ያለ ብር ዳታ በማብራት ብቻ ያለ ሳንቲም እንዲሰራ ቀል አርጉት,2023-10-23,Google Play
CBE,5,"Since I have started using the application, I have saved a lot of time. It is very important application for individuals who want to save their time",2020-12-15,Google Play
CBE,1,The worest app ever,2020-10-10,Google Play
BOA,5,Great App,2025-08-02,Google Play
BOA,1,Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,2024-08-04,Google Play
CBE,5,It is a nice app,2023-12-24,Google Play
CBE,5,fast and short step app.,2024-04-18,Google Play
CBE,5,It is good,2025-02-02,Google Play
CBE,1,"This app history is not showing ordered form of transactions, and also after a sending transaction is made, sms is not being sent",2024-02-03,Google Play
CBE,5,Very good,2023-12-04,Google Play
CBE,5,easy for life,2022-03-08,Google Play
CBE,4,good App,2021-08-15,Google Play
CBE,5,No comment,2021-06-14,Google Play
CBE,5,Bank of Ethiopia,2025-09-28,Google Play
CBE,4,I am more satisfied in this app . More sure you have to secure.,2025-04-01,Google Play
Dashen,5,Great Financial App,2024-10-28,Google Play
CBE,4,Easy to use I found it intuitive to use the app. It would be nice if it includes finger print to access the account.,2021-04-10,Google Play
CBE,5,Good,2023-10-25,Google Play
CBE,5,Is the best,2023-11-04,Google Play
CBE,5,Wow,2023-10-12,Google Play
CBE,5,It's good,2024-12-06,Google Play
Dashen,2,it has a lot of options but it is a slowe while opning by biometric,2024-03-17,Google Play
CBE,1,"it doesn't update status in any network i don't know where it work, please fix this problem it does't work at all",2022-02-12,Google Play
CBE,3,"It need some listed improvements below. 1. Try to desplay at lst one month transaction 2. Try to solve weekend transaction display error 3. ""Failed"" message after few processing",2024-09-07,Google Play
CBE,5,Very good,2024-02-04,Google Play
CBE,5,It's time consuming up for using electronic money every were,2024-09-27,Google Play
BOA,1,It doesn't function properly!! You don't even deserve one star.. please stop playing your dirty game on your customer...,2024-04-29,Google Play
CBE,5,Best,2022-01-21,Google Play
CBE,1,It does not show recent transactions changes quickly,2023-06-15,Google Play
BOA,1,"Horrible, your apps are getting worse and worse",2024-02-16,Google Play
CBE,5,Very nice app,2023-09-15,Google Play
BOA,1,"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",2024-02-16,Google Play
CBE,4,Really it is fast!,2022-06-09,Google Play
CBE,3,It's good application but sometimes can't work properly!,2022-04-03,Google Play
CBE,5,ok,2022-07-09,Google Play
Dashen,5,The best easy banking app ever @ Ethiopia,2024-03-26,Google Play
CBE,4,"Great UX, simple to use yet has all necessary features.",2025-02-24,Google Play
BOA,5,Smart technology,2024-09-10,Google Play
BOA,5,very good,2025-03-25,Google Play
CBE,5,its good and saving time,2025-03-20,Google Play
CBE,1,"The new update is horrible. Unreliable. I can't send money nor check my balance. Set your priorities straight, CBE",2024-02-13,Google Play
CBE,5,Exellent,2023-11-18,Google Play
BOA,2,Very bad 👎,2024-04-22,Google Play
CBE,3,Good app!,2022-02-23,Google Play
BOA,5,BoA,2024-07-13,Google Play
CBE,5,Very Good.,2024-11-05,Google Play
CBE,5,Amazing,2024-05-22,Google Play
CBE,5,"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",2025-03-14,Google Play
CBE,5,Nice,2021-03-15,Google Play
BOA,1,Not work this app ...what is the problem,2024-04-20,Google Play
CBE,5,Help,2021-06-03,Google Play
CBE,5,Nice,2023-07-29,Google Play
CBE,4,It would be really awesome if it had an export to csv file option on recent transactions.,2022-04-20,Google Play
BOA,5,Toppen!!!,2024-03-04,Google Play
CBE,5,It's very well to use,2023-11-25,Google Play
CBE,1,"Very poor, not connect properly, deduct money with out report",2024-07-15,Google Play
CBE,5,👍👍👍,2024-02-07,Google Play
CBE,5,Wow very nice but how con working,2014-05-23,Google Play
BOA,1,Mostly not working 😑,2024-08-14,Google Play
CBE,1,"This application is really bad. It is slow and doesn't work properly. It doesn't show recent activities. Using this app I transfered money to a friend and after showing deduction on my account, the money didn't reach the other end,the activity is not reflected on my recent transactions either. The worst app ever. It doesn't work outside of Ethiopia.",2021-05-31,Google Play
BOA,4,The best,2024-04-14,Google Play
CBE,1,I hate this app 😒,2025-05-22,Google Play
CBE,5,Very easy and interesting,2024-09-07,Google Play
CBE,5,U are the best as always,2022-09-30,Google Play
CBE,5,So far soooo good 👍,2021-06-25,Google Play
CBE,4,Maybe the only nun crushing banking app in ET??,2024-02-12,Google Play
BOA,2,Am not satisfay,2024-05-11,Google Play
CBE,5,It is really nice application helped me a lot.,2024-08-02,Google Play
BOA,2,Need many improvements,2024-04-30,Google Play
CBE,4,Everything is good. Specially its simplicity. But it is better if there were transaction feature for more than one account in separate,2024-02-14,Google Play
CBE,5,WOW BANK,2024-11-01,Google Play
BOA,5,Great apps,2024-04-07,Google Play
CBE,5,በጣም ጥሩ,2024-03-29,Google Play
CBE,5,It is a good app,2022-08-06,Google Play
CBE,5,Woow,2024-07-11,Google Play
CBE,5,እጅግ ፈጣን እጅግ ቀላል,2024-01-08,Google Play
CBE,5,Very simple to use,2020-09-18,Google Play
CBE,5,It gives service great,2025-01-04,Google Play
CBE,5,U'r good but sometimes your network was unstable,2024-02-05,Google Play
BOA,5,good,2024-02-20,Google Play
BOA,1,there is no speed,2025-03-19,Google Play
CBE,5,Best,2022-03-25,Google Play
CBE,5,Better than previous app,2020-06-28,Google Play
CBE,4,I like this app,2021-06-16,Google Play
CBE,5,CBE birr app,2024-08-28,Google Play
BOA,5,nice,2025-07-10,Google Play
CBE,4,Good job,2024-09-21,Google Play
CBE,1,Fingerprint lock not working,2023-07-26,Google Play
CBE,5,Good,2024-10-20,Google Play
CBE,5,Nasri.huseen,2024-10-19,Google Play
CBE,5,Instel,2024-03-26,Google Play
CBE,5,Veri nic,2021-11-21,Google Play
CBE,5,good work,2024-02-26,Google Play
Dashen,5,"Why not we can pay bill,directly from main account, difficult to transfer repeatedly.",2023-09-02,Google Play
CBE,1,"The new app is not compatible with my android phone,what shall I do? Since the previous one worked properly.",2020-08-16,Google Play
CBE,5,Good work. I am happy we have mobile banking access. I am sure it will develop more and more.,2021-03-04,Google Play
CBE,2,"it has low security system, it require too much space it dose not diserve",2022-06-27,Google Play
CBE,5,Best,2024-05-04,Google Play
CBE,5,"Great application for me,So I would like to rate with Solid 5 star.That It works well overall. So hello everyone enjoy the apps",2025-09-27,Google Play
CBE,5,Very good,2024-07-09,Google Play
CBE,5,Sweet 10q,2024-02-20,Google Play
CBE,3,need more work.,2024-02-20,Google Play
Dashen,5,The best of the best app,2023-11-12,Google Play
CBE,5,Make it USSD not showing pin,2020-06-28,Google Play
CBE,5,Fantastic,2023-10-18,Google Play
CBE,5,Good,2024-12-10,Google Play
CBE,5,keep it up,2020-12-26,Google Play
CBE,1,"This app has several issues based on my experience. Below are the problems that I encountered: 1. The app frequently crashes. 2. It only shows a limited transaction record history (25 transactions). 3. You can't access the transaction records after 8:00 pm and on Sundays. 4. It displays a ""payment failed"" message. It would be greatly appreciated if you could address these issues",2024-08-25,Google Play
CBE,5,Dish,2016-09-16,Google Play
BOA,5,Boa,2025-01-06,Google Play
CBE,5,Best,2024-04-19,Google Play
BOA,2,በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2024-12-30,Google Play
CBE,4,Perfect but sometimes delays,2023-02-14,Google Play
CBE,5,Nice up easy to use,2020-10-29,Google Play
CBE,5,Good,2024-06-21,Google Play
CBE,1,transferring money to telebirr is not working,2025-08-23,Google Play
CBE,5,Commercial ba,2023-09-22,Google Play
Dashen,5,Good Banking App,2025-02-17,Google Play
CBE,5,Accountant and computer senice,2024-03-12,Google Play
CBE,5,Nice app,2022-02-12,Google Play
CBE,1,Simply Poor.,2021-06-14,Google Play
BOA,1,It always crashes,2024-05-02,Google Play
CBE,5,Wow very good,2022-10-23,Google Play
CBE,5,very well apps thanks,2021-09-22,Google Play
CBE,5,Very nice to used online,2022-12-12,Google Play
CBE,1,It takes ur money out of no where!!!!,2024-12-14,Google Play
CBE,5,nice,2025-04-01,Google Play
CBE,5,wow.......cbe.....keep it up.....!!!!!!,2025-04-01,Google Play
CBE,5,commercial Bank 🏦,2025-08-04,Google Play
Dashen,5,comfortable,2023-03-18,Google Play
Dashen,5,የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,2024-09-03,Google Play
CBE,5,Very reliable and friendly for use!,2020-08-18,Google Play
CBE,5,Great service,2021-03-06,Google Play
CBE,5,WOW good,2025-02-14,Google Play
CBE,1,Not used fully amount,2024-12-25,Google Play
BOA,5,የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),2024-09-14,Google Play
CBE,3,I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,2022-05-06,Google Play
BOA,1,"I've never seen a very worst mobile banking system like this, i lost 37000 birr because of your delay transaction system, i called 8397 and they told me stay for confirmation but, after i changed my mind and waiting for confirmation call to cancel the process they sent it with out my approval, so please don't use the mobile banking system please",2024-04-23,Google Play
CBE,4,"Wow cbe keep up the good work, the interface is very attractive,the processing speed is good(needs to put some effort),canceling or aborting any proceeding task seems impossible(of course the payment process should not be interrupted...i do agree)...all in all, I'm hoping this will be resolved soon by the updates...",2024-02-27,Google Play
CBE,5,ጊዜና ኑሮን የሚያቀል ሁሉንም በስልኬ ላይ ወድጄዋለው ።,2023-07-29,Google Play
CBE,5,Best mobile banking,2020-08-04,Google Play
CBE,5,Amazing app,2024-09-19,Google Play
CBE,1,Merah,2024-02-12,Google Play
CBE,5,It is best app for my life,2018-10-19,Google Play
Dashen,4,ወድጄዋለው,2022-09-11,Google Play
CBE,5,This app is very halpful,2024-03-31,Google Play
CBE,1,"I'll give 5 stars when the app has the function to see more than just a couple of transactions. Right now, you can not even go back one month and see prior transaction. That is a standard banking function that also CBE should have. Because of that only 1 Start.",2025-06-25,Google Play
CBE,3,The app has good flexibility for day to day activities and stuff but it takes unessential amount of money for no valid reason which is very disappointing,2024-03-06,Google Play
CBE,5,Easy,2022-03-24,Google Play
CBE,5,Excellent app,2025-03-12,Google Play
BOA,5,Great,2024-08-03,Google Play
Dashen,5,Nice so perfect,2023-07-06,Google Play
BOA,1,It's a useless app,2024-08-02,Google Play
CBE,5,Good!,2022-03-07,Google Play
CBE,5,Perfect app,2020-08-06,Google Play
CBE,5,Best app,2020-10-30,Google Play
CBE,4,This app is helpfull but the only problem i am facing is I lost all my previous transaction and list of contacts(acc numbers those were saved in the app) when i updated the latest one. And how can i restor it pls,2024-02-23,Google Play
CBE,5,ይመቻችሁ,2024-08-28,Google Play
CBE,5,Please Add the fingerprint Biometric System.,2023-03-25,Google Play
CBE,5,Good app,2022-06-01,Google Play
CBE,5,Excellent bank,2024-07-12,Google Play
CBE,3,It has limitation yet improve,2024-02-12,Google Play
CBE,5,nice,2022-04-10,Google Play
BOA,1,"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",2024-10-14,Google Play
CBE,5,good,2021-01-02,Google Play
CBE,5,Nigatu Niguse,2025-01-03,Google Play
CBE,5,It's very nice to use this app and no reason to be on the line.,2021-11-04,Google Play
CBE,5,Superb app. Serves better than I expected in a remote and hardly Internet connection covered areas while in the field work. Thanks team,2024-12-03,Google Play
CBE,1,It ask me your developer mode is on and its not working for me???,2025-01-01,Google Play
BOA,4,I prefer the earlier version. This updated app crushes during login and says there is bug. Please fix the bug issue.,2024-05-03,Google Play
CBE,5,Fast and secure,2024-03-30,Google Play
CBE,1,The last update was useless,2023-09-09,Google Play
BOA,5,unlimited experience,2025-08-18,Google Play
CBE,4,Cool,2022-02-17,Google Play
